experiments_all_line,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,results_json,role,turn_count,target_turn_count,non_target_turn_count,english_turn_count,language_correctness,non_target_share,english_share,detected_lang_proportion,detected_lang_proportion_json
92,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260428_231442_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260428_231442_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,agent,3435,2918,517,515,0.849491,0.150509,0.149927,id_0.849|en_0.150|ms_0.001,"{""en"":0.149927,""id"":0.849491,""ms"":0.000582}"
92,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260428_231442_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260428_231442_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,user,4214,4154,60,21,0.985762,0.014238,0.004983,id_0.986|ms_0.007|en_0.005|bn_0.000|it_0.000|fi_0.000|ja_0.000|sr_0.000|sw_0.000|tl_0.000|tr_0.000,"{""bn"":0.000475,""en"":0.004983,""fi"":0.000237,""id"":0.985762,""it"":0.000475,""ja"":0.000237,""ms"":0.006882,""sr"":0.000237,""sw"":0.000237,""tl"":0.000237,""tr"":0.000237}"
93,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_141803_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260513_141803_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,agent,3773,3412,361,349,0.90432,0.09568,0.092499,id_0.904|en_0.092|ja_0.002|ms_0.001,"{""en"":0.092499,""id"":0.90432,""ja"":0.002385,""ms"":0.000795}"
93,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_141803_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260513_141803_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,user,3286,3271,15,0,0.995435,0.004565,0.0,id_0.995|ms_0.005,"{""id"":0.995435,""ms"":0.004565}"
94,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_004116_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260510_004116_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,agent,3314,2826,488,462,0.852746,0.147254,0.139409,id_0.853|en_0.139|zh_0.005|es_0.002|ja_0.000,"{""en"":0.139409,""es"":0.002414,""id"":0.852746,""ja"":0.000302,""zh"":0.00513}"
94,l2_interaction,L2 Interaction,telecom,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260510_004116_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260510_004116_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,user,3242,3224,18,0,0.994448,0.005552,0.0,id_0.994|ms_0.006,"{""id"":0.994448,""ms"":0.005552}"
95,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260421_211414_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260421_211414_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,agent,2917,2417,500,500,0.828591,0.171409,0.171409,th_0.829|en_0.171,"{""en"":0.171409,""th"":0.828591}"
95,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260421_211414_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260421_211414_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,user,3260,3253,7,2,0.997853,0.002147,0.000613,th_0.998|ko_0.001|en_0.001|la_0.000,"{""en"":0.000613,""ko"":0.001227,""la"":0.000307,""th"":0.997853}"
96,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_111037_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260513_111037_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,agent,3413,2987,426,426,0.875183,0.124817,0.124817,th_0.875|en_0.125,"{""en"":0.124817,""th"":0.875183}"
96,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_111037_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260513_111037_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,user,2636,2636,0,0,1.0,0.0,0.0,th_1.000,"{""th"":1.0}"
97,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_204837_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260509_204837_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,agent,1991,1491,500,500,0.74887,0.25113,0.25113,th_0.749|en_0.251,"{""en"":0.25113,""th"":0.74887}"
97,l2_interaction,L2 Interaction,telecom,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_204837_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260509_204837_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,user,1903,1903,0,0,1.0,0.0,0.0,th_1.000,"{""th"":1.0}"
98,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260421_110831_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260421_110831_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,agent,3590,3064,526,526,0.853482,0.146518,0.146518,vi_0.853|en_0.147,"{""en"":0.146518,""vi"":0.853482}"
98,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260421_110831_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260421_110831_telecom_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,user,4313,4290,23,3,0.994667,0.005333,0.000696,vi_0.995|ja_0.002|zh_0.001|en_0.001|ko_0.000|la_0.000|fa_0.000|id_0.000|sv_0.000,"{""en"":0.000696,""fa"":0.000232,""id"":0.000232,""ja"":0.002087,""ko"":0.000464,""la"":0.000464,""sv"":0.000232,""vi"":0.994667,""zh"":0.000927}"
99,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_073043_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260513_073043_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,agent,4016,3656,360,360,0.910359,0.089641,0.089641,vi_0.910|en_0.090,"{""en"":0.089641,""vi"":0.910359}"
99,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_073043_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260513_073043_telecom_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,user,3287,3287,0,0,1.0,0.0,0.0,vi_1.000,"{""vi"":1.0}"
100,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,agent,2635,2129,506,506,0.80797,0.19203,0.19203,vi_0.808|en_0.192,"{""en"":0.19203,""vi"":0.80797}"
100,l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,user,2446,2446,0,0,1.0,0.0,0.0,vi_1.000,"{""vi"":1.0}"
101,l2_tools,L2 Tools,airline,chinese,ZH,zh,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools/results.json,agent,697,697,0,697,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
101,l2_tools,L2 Tools,airline,chinese,ZH,zh,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools/results.json,user,538,537,1,537,0.998141,0.001859,0.998141,en_0.998|fr_0.002,"{""en"":0.998141,""fr"":0.001859}"
102,l2_tools,L2 Tools,airline,chinese,ZH,zh,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools/results.json,agent,826,826,0,826,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
102,l2_tools,L2 Tools,airline,chinese,ZH,zh,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_zh_tools/results.json,user,676,673,3,673,0.995562,0.004438,0.995562,en_0.996|it_0.004,"{""en"":0.995562,""it"":0.004438}"
103,l2_tools,L2 Tools,airline,filipino,TL,tl,en,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools/results.json,agent,675,675,0,675,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
103,l2_tools,L2 Tools,airline,filipino,TL,tl,en,azure/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools/results.json,user,518,517,1,517,0.998069,0.001931,0.998069,en_0.998|fr_0.002,"{""en"":0.998069,""fr"":0.001931}"
104,l2_tools,L2 Tools,airline,filipino,TL,tl,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools/results.json,agent,833,833,0,833,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
104,l2_tools,L2 Tools,airline,filipino,TL,tl,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_tl_tools/results.json,user,691,688,3,688,0.995658,0.004342,0.995658,en_0.996|it_0.004,"{""en"":0.995658,""it"":0.004342}"
105,l2_tools,L2 Tools,airline,indonesian,ID,id,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_id_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_id_tools/results.json,agent,678,678,0,678,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
105,l2_tools,L2 Tools,airline,indonesian,ID,id,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_id_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_id_tools/results.json,user,527,526,1,526,0.998102,0.001898,0.998102,en_0.998|it_0.002,"{""en"":0.998102,""it"":0.001898}"
106,l2_tools,L2 Tools,airline,indonesian,ID,id,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools/results.json,agent,803,803,0,803,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
106,l2_tools,L2 Tools,airline,indonesian,ID,id,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools/results.json,user,661,660,1,660,0.998487,0.001513,0.998487,en_0.998|it_0.002,"{""en"":0.998487,""it"":0.001513}"
107,l2_tools,L2 Tools,airline,thai,TH,th,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_th_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_th_tools/results.json,agent,684,684,0,684,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
107,l2_tools,L2 Tools,airline,thai,TH,th,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_th_tools,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_th_tools/results.json,user,528,523,5,523,0.99053,0.00947,0.99053,en_0.991|ru_0.004|fi_0.002|fr_0.002|pt_0.002,"{""en"":0.99053,""fi"":0.001894,""fr"":0.001894,""pt"":0.001894,""ru"":0.003788}"
108,l2_tools,L2 Tools,airline,thai,TH,th,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_th_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_th_tools/results.json,agent,856,856,0,856,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
108,l2_tools,L2 Tools,airline,thai,TH,th,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_th_tools,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_th_tools/results.json,user,687,682,5,682,0.992722,0.007278,0.992722,en_0.993|fr_0.004|it_0.003,"{""en"":0.992722,""fr"":0.004367,""it"":0.002911}"
109,l2_tools,L2 Tools,airline,tool_mix_2,Mix 2,tool_mix_2,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi/results.json,agent,665,664,1,664,0.998496,0.001504,0.998496,en_0.998|el_0.002,"{""el"":0.001504,""en"":0.998496}"
109,l2_tools,L2 Tools,airline,tool_mix_2,Mix 2,tool_mix_2,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi/results.json,user,500,499,1,499,0.998,0.002,0.998,en_0.998|ja_0.002,"{""en"":0.998,""ja"":0.002}"
110,l2_tools,L2 Tools,airline,tool_mix_2,Mix 2,tool_mix_2,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi/results.json,agent,779,779,0,779,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
110,l2_tools,L2 Tools,airline,tool_mix_2,Mix 2,tool_mix_2,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi/results.json,user,656,653,3,653,0.995427,0.004573,0.995427,en_0.995|it_0.005,"{""en"":0.995427,""it"":0.004573}"
111,l2_tools,L2 Tools,airline,tool_mix_3,Mix 3,tool_mix_3,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri/results.json,agent,699,699,0,699,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
111,l2_tools,L2 Tools,airline,tool_mix_3,Mix 3,tool_mix_3,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri/results.json,user,533,531,2,531,0.996248,0.003752,0.996248,en_0.996|ar_0.002|zh_0.002,"{""ar"":0.001876,""en"":0.996248,""zh"":0.001876}"
112,l2_tools,L2 Tools,airline,tool_mix_3,Mix 3,tool_mix_3,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri/results.json,agent,838,838,0,838,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
112,l2_tools,L2 Tools,airline,tool_mix_3,Mix 3,tool_mix_3,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri/results.json,user,693,690,3,690,0.995671,0.004329,0.995671,en_0.996|it_0.004,"{""en"":0.995671,""it"":0.004329}"
113,l2_tools,L2 Tools,airline,tool_mix_4,Mix 4,tool_mix_4,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth/results.json,agent,714,714,0,714,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
113,l2_tools,L2 Tools,airline,tool_mix_4,Mix 4,tool_mix_4,en,openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth,data/simulations/l2_tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth/results.json,user,546,544,2,544,0.996337,0.003663,0.996337,en_0.996|ca_0.002|ja_0.002,"{""ca"":0.001832,""en"":0.996337,""ja"":0.001832}"
114,l2_tools,L2 Tools,airline,tool_mix_4,Mix 4,tool_mix_4,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth/results.json,agent,795,795,0,795,1.0,0.0,1.0,en_1.000,"{""en"":1.0}"
114,l2_tools,L2 Tools,airline,tool_mix_4,Mix 4,tool_mix_4,en,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth,data/simulations/l2_tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth/results.json,user,674,673,1,673,0.998516,0.001484,0.998516,en_0.999|it_0.001,"{""en"":0.998516,""it"":0.001484}"
